respondent_id,age,gender,country,education_level,industry,job_role,years_in_role,company_size,digital_adoption_score,ai_usage_frequency,growth_mindset_score,limiting_beliefs_score,change_resistance_level,training_hours_last_year,leadership_score,team_openness_score,recent_failed_initiatives,positive_feedback_percent,retention_intent,survey_date
157,60,Female,South Africa,Bachelor's,Government,Manager,6,1001+,62.67,Rarely,53.8,44.28,Medium,22,44.04,60.7,0,51.49,Likely,2025-01-24 04:47:08.279077
158,22,Female,Germany,PhD,Consulting,Executive,1,1001+,50.11,Daily,80.06,26.21,Low,24,50.09,47.19,1,41.17,Unlikely,2024-09-29 04:47:08.279077
159,58,Female,Brazil,Bachelor's,Media,Staff,7,201-1000,58.07,Occasionally,77.81,10.36,Low,7,58.26,72.75,1,82.99,Very Likely,2024-12-31 04:47:08.279077
160,25,Male,Germany,High School,Energy,Executive,6,1001+,77.49,Often,56.27,45.65,Medium,28,81.78,97.75,0,65.22,Likely,2025-03-13 04:47:08.279077
161,27,Female,Germany,Bachelor's,Energy,Staff,1,1-50,66.48,Daily,58.42,26.67,Low,10,54.45,63.75,0,55.29,Likely,2024-10-22 04:47:08.279077
162,46,Female,USA,Master's,IT,Manager,3,1-50,71.62,Never,88.8,4.57,Low,23,58.82,59.36,0,71.25,Likely,2025-03-23 04:47:08.279077
163,28,Male,India,High School,Media,Staff,4,201-1000,48.93,Occasionally,61.15,45.51,Medium,14,52.85,30.35,3,57.51,Likely,2024-08-04 04:47:08.279077
164,56,Male,Germany,Bachelor's,Retail,Staff,3,201-1000,80.15,Rarely,53.41,43.22,Medium,7,18.3,34.31,3,24.47,Very Unlikely,2024-12-15 04:47:08.279077
165,52,Female,France,Master's,Retail,Manager,1,1-50,47.12,Occasionally,73.1,33.68,Medium,26,100.0,100.0,1,88.69,Very Likely,2025-04-16 04:47:08.279077
166,43,Female,UK,High School,Government,Staff,5,1-50,54.31,Never,68.69,32.82,Low,10,56.74,63.93,0,54.23,Likely,2024-11-02 04:47:08.279077
167,34,Female,USA,High School,Media,Staff,2,1-50,63.39,Daily,99.42,8.59,Low,12,62.42,71.72,0,92.03,Very Likely,2025-04-19 04:47:08.279077
168,51,Female,India,Bachelor's,Government,HR,5,1-50,60.53,Occasionally,72.51,29.34,Low,7,53.45,36.9,0,71.21,Likely,2024-09-26 04:47:08.279077
169,51,Male,UK,Master's,Government,Executive,2,51-200,92.69,Daily,47.58,53.89,Medium,27,53.71,46.48,0,74.37,Likely,2025-06-19 04:47:08.279077
170,43,Male,Japan,Master's,Healthcare,Staff,5,1001+,90.79,Occasionally,60.13,40.48,Medium,7,31.84,51.12,0,55.44,Likely,2025-01-02 04:47:08.279077
171,60,Male,Brazil,Bachelor's,Energy,Technical Specialist,1,1-50,40.0,Rarely,62.46,41.77,Medium,5,65.23,65.36,0,64.1,Likely,2025-06-26 04:47:08.279077
172,31,Male,Canada,Bachelor's,Media,Staff,5,51-200,50.08,Often,79.37,12.21,Low,11,55.02,54.94,1,62.37,Likely,2025-04-19 04:47:08.279077
173,58,Male,Brazil,Bachelor's,Manufacturing,Operations,4,51-200,59.04,Rarely,65.75,25.31,Low,5,65.53,81.43,1,62.4,Likely,2025-06-10 04:47:08.279077
174,21,Male,Japan,Master's,Retail,Manager,4,201-1000,66.07,Often,76.9,23.31,Low,36,56.52,75.89,0,53.87,Likely,2024-11-12 04:47:08.279077
175,22,Female,UK,Bachelor's,Government,Staff,6,51-200,53.35,Daily,51.94,49.64,Medium,10,58.54,44.57,0,52.05,Likely,2024-10-20 04:47:08.279077
176,56,Female,Australia,Bachelor's,Media,Manager,5,201-1000,47.66,Rarely,92.71,0.0,Low,24,44.37,42.62,0,66.52,Likely,2025-02-10 04:47:08.279077
177,36,Male,Brazil,Bachelor's,Energy,Manager,7,1-50,57.52,Occasionally,73.09,26.76,Low,18,66.66,46.82,5,75.21,Very Likely,2024-10-24 04:47:08.279077
178,21,Male,South Africa,Master's,Healthcare,Staff,8,1-50,35.88,Never,81.96,17.3,Low,13,42.8,49.14,2,62.43,Likely,2025-05-06 04:47:08.279077
179,21,Male,France,Bachelor's,Finance,Staff,5,201-1000,43.69,Often,80.62,12.99,Low,10,71.61,59.82,3,78.31,Very Likely,2025-05-01 04:47:08.279077
180,47,Female,Japan,High School,Finance,Manager,1,1001+,41.71,Occasionally,81.92,18.05,Low,26,77.08,49.97,0,76.99,Very Likely,2024-08-03 04:47:08.279077
181,42,Male,France,High School,Finance,Staff,2,201-1000,62.84,Rarely,77.45,21.26,Low,11,43.11,64.25,0,31.73,Unlikely,2025-06-05 04:47:08.279077
182,56,Male,USA,Master's,Media,Technical Specialist,5,201-1000,47.89,Rarely,72.33,30.45,Low,12,72.51,96.87,0,73.03,Likely,2025-01-15 04:47:08.279077
183,51,Other,Japan,Other,Consulting,Staff,1,1-50,46.54,Daily,67.69,32.41,Low,8,72.54,90.8,1,66.62,Likely,2025-04-10 04:47:08.279077
184,52,Female,Germany,Bachelor's,Media,Executive,4,201-1000,49.24,Occasionally,76.9,9.34,Low,18,82.78,84.09,2,55.95,Likely,2024-08-12 04:47:08.279077
185,20,Male,Australia,Bachelor's,Media,Executive,2,51-200,57.37,Often,51.0,49.11,Medium,24,100.0,91.63,1,63.53,Likely,2024-09-29 04:47:08.279077
186,38,Male,India,High School,IT,Staff,3,1-50,43.91,Occasionally,50.09,50.13,Medium,7,21.77,48.26,1,37.3,Unlikely,2025-02-04 04:47:08.279077
187,21,Male,India,High School,Energy,Staff,0,1001+,81.77,Occasionally,39.21,62.94,Medium,11,29.41,27.42,0,23.6,Very Unlikely,2025-01-07 04:47:08.279077
188,45,Female,Canada,Bachelor's,Energy,HR,3,1001+,52.02,Never,53.62,47.07,Medium,7,67.15,47.91,2,60.47,Likely,2024-12-03 04:47:08.279077
189,51,Female,Canada,Bachelor's,Media,Operations,4,51-200,69.37,Occasionally,88.4,4.12,Low,11,52.77,64.05,0,52.9,Likely,2024-09-01 04:47:08.279077
190,25,Male,Germany,Master's,IT,Operations,2,1-50,58.29,Rarely,53.95,42.79,Medium,6,33.82,41.18,0,36.67,Unlikely,2024-12-04 04:47:08.279077
191,51,Female,France,Bachelor's,Education,Staff,6,1001+,71.62,Rarely,99.53,0.0,Low,8,59.14,69.34,0,72.23,Likely,2025-05-20 04:47:08.279077
192,23,Male,USA,Master's,Manufacturing,Executive,7,51-200,16.29,Never,60.4,55.83,Medium,29,69.62,30.75,0,57.73,Likely,2024-09-12 04:47:08.279077
193,30,Male,South Africa,Master's,Consulting,Manager,4,1001+,42.58,Occasionally,51.83,48.13,Medium,22,74.33,81.03,0,60.8,Likely,2024-09-15 04:47:08.279077
194,36,Male,Canada,High School,Education,Staff,3,51-200,53.33,Never,52.27,46.1,Medium,10,75.87,98.13,2,79.2,Very Likely,2025-04-08 04:47:08.279077
195,57,Female,Japan,High School,Media,HR,3,51-200,79.33,Daily,34.55,62.31,Medium,10,39.09,12.35,1,24.76,Very Unlikely,2024-09-07 04:47:08.279077
196,43,Male,Brazil,Master's,IT,Executive,7,1001+,62.2,Rarely,86.94,17.72,Low,27,67.02,68.97,2,58.46,Likely,2025-05-02 04:47:08.279077
197,24,Male,UK,Master's,Consulting,Staff,1,1-50,38.31,Occasionally,70.85,22.55,Low,10,68.65,53.3,2,78.35,Very Likely,2024-10-06 04:47:08.279077
198,53,Male,Australia,Bachelor's,Retail,Staff,3,1001+,38.4,Occasionally,87.39,12.39,Low,7,39.37,36.25,1,65.62,Likely,2024-10-07 04:47:08.279077
199,25,Male,Japan,High School,IT,Manager,3,1-50,71.4,Daily,37.24,74.35,High,21,45.49,63.25,1,60.22,Likely,2025-07-06 04:47:08.279077
200,41,Female,Brazil,Master's,Finance,Staff,4,201-1000,68.07,Never,60.67,39.68,Medium,8,53.32,33.18,0,55.96,Likely,2025-04-03 04:47:08.279077
201,30,Male,France,High School,Manufacturing,Staff,3,51-200,54.36,Occasionally,83.29,14.72,Low,8,62.11,56.43,5,85.81,Very Likely,2025-05-11 04:47:08.279077
202,35,Male,France,High School,Education,Manager,4,51-200,29.07,Occasionally,66.66,31.15,Low,25,58.61,100.0,0,65.8,Likely,2024-10-26 04:47:08.279077
203,52,Female,USA,PhD,IT,Staff,6,51-200,71.73,Often,76.27,32.75,Low,7,54.85,52.18,0,72.77,Likely,2024-12-16 04:47:08.279077
204,28,Female,Germany,Master's,Energy,Manager,5,201-1000,68.17,Often,53.73,38.1,Medium,21,70.1,70.2,0,74.42,Likely,2025-04-30 04:47:08.279077
205,25,Female,France,Bachelor's,Government,Manager,4,201-1000,66.7,Often,81.0,17.18,Low,26,61.73,38.28,0,77.65,Very Likely,2025-06-09 04:47:08.279077
206,35,Female,India,High School,Manufacturing,Executive,5,201-1000,34.49,Often,58.77,33.3,Medium,17,100.0,100.0,1,88.99,Very Likely,2025-03-07 04:47:08.279077
207,48,Male,Australia,Bachelor's,IT,Staff,5,1-50,75.27,Never,68.8,20.78,Low,8,76.9,100.0,0,77.56,Very Likely,2024-11-19 04:47:08.279077
208,22,Female,India,Bachelor's,Retail,Technical Specialist,6,1-50,61.33,Daily,70.61,33.83,Medium,7,41.75,47.6,0,31.32,Unlikely,2025-05-06 04:47:08.279077
209,39,Female,UK,Master's,Media,Staff,8,201-1000,62.84,Rarely,60.69,43.03,Medium,10,18.32,29.88,0,35.0,Unlikely,2025-07-22 04:47:08.279077
210,55,Male,USA,Bachelor's,Media,Staff,2,1-50,50.59,Occasionally,64.65,34.49,Medium,6,47.85,26.84,1,65.35,Likely,2024-11-13 04:47:08.279077
211,38,Female,UK,PhD,Manufacturing,Staff,0,1-50,76.66,Often,75.77,23.82,Low,10,68.05,73.69,1,89.48,Very Likely,2025-08-03 04:47:08.279077
212,45,Male,France,High School,Government,Staff,2,1-50,48.92,Never,41.1,66.54,High,9,41.68,31.94,0,39.36,Unlikely,2025-01-09 04:47:08.279077
213,22,Prefer not to say,Germany,High School,Energy,Manager,5,1-50,66.81,Never,75.01,19.23,Low,28,84.51,96.37,1,67.05,Likely,2025-02-23 04:47:08.279077
214,38,Female,Canada,Bachelor's,IT,Manager,6,201-1000,47.5,Rarely,35.29,71.31,High,22,97.76,100.0,1,57.5,Likely,2025-07-12 04:47:08.279077
215,39,Female,Brazil,Bachelor's,Energy,HR,3,1001+,50.63,Often,49.21,61.98,Medium,11,56.73,53.31,0,51.38,Likely,2025-07-01 04:47:08.279077
216,51,Female,Brazil,Master's,Media,Staff,4,51-200,62.83,Occasionally,37.09,69.12,High,4,48.87,56.94,1,35.41,Unlikely,2025-02-10 04:47:08.279077
217,26,Female,USA,Master's,IT,Technical Specialist,7,201-1000,25.72,Rarely,66.39,31.59,Low,9,31.31,27.17,0,45.8,Unlikely,2025-03-15 04:47:08.279077
218,60,Male,Japan,High School,Media,HR,6,201-1000,91.52,Often,56.64,32.16,Low,13,38.59,36.6,0,40.94,Unlikely,2025-04-24 04:47:08.279077
219,52,Male,Japan,Master's,Retail,Staff,0,1-50,63.54,Often,69.32,19.87,Low,15,46.05,57.71,0,51.96,Likely,2025-03-22 04:47:08.279077
220,59,Male,India,Bachelor's,Energy,Manager,3,201-1000,74.22,Occasionally,71.42,24.93,Low,25,61.85,70.81,1,62.94,Likely,2024-10-03 04:47:08.279077
221,58,Male,India,High School,Government,Staff,3,1001+,23.76,Never,52.36,45.8,Medium,12,55.21,31.45,4,58.92,Likely,2024-12-07 04:47:08.279077
222,37,Female,Brazil,Bachelor's,Manufacturing,Staff,8,201-1000,43.1,Often,70.39,27.32,Low,10,18.03,0.0,1,45.89,Unlikely,2024-11-26 04:47:08.279077
223,59,Male,Australia,High School,Media,Operations,5,1-50,39.09,Occasionally,56.93,40.26,Medium,12,34.9,63.29,0,52.29,Likely,2024-09-04 04:47:08.279077
224,20,Male,UK,Bachelor's,Retail,Technical Specialist,6,1-50,77.45,Occasionally,85.14,20.44,Low,8,44.04,49.76,1,48.84,Unlikely,2025-01-23 04:47:08.279077
225,30,Female,India,Bachelor's,Retail,Technical Specialist,3,201-1000,47.5,Occasionally,67.46,32.38,Low,7,37.02,45.3,3,78.25,Very Likely,2024-08-13 04:47:08.279077
226,47,Female,Germany,High School,Energy,Staff,5,201-1000,69.14,Rarely,50.0,57.37,Medium,11,46.01,39.9,1,31.38,Unlikely,2025-05-31 04:47:08.279077
227,44,Male,Brazil,Bachelor's,Retail,Executive,8,1001+,61.92,Occasionally,45.12,61.11,Medium,24,59.33,54.83,0,52.33,Likely,2025-05-13 04:47:08.279077
228,42,Male,Australia,Bachelor's,Manufacturing,Technical Specialist,3,1-50,58.64,Often,49.42,56.59,Medium,11,77.27,66.61,1,61.92,Likely,2024-11-28 04:47:08.279077
229,50,Male,UK,Bachelor's,Government,Executive,5,1001+,78.08,Never,52.56,44.47,Medium,36,60.08,69.34,0,56.59,Likely,2025-05-31 04:47:08.279077
230,49,Female,Japan,Bachelor's,Finance,Manager,2,1-50,49.93,Rarely,78.72,22.28,Low,23,73.5,84.86,1,88.87,Very Likely,2024-11-23 04:47:08.279077
231,54,Male,Brazil,Master's,Finance,Technical Specialist,3,51-200,59.92,Occasionally,41.24,67.55,High,10,0.0,33.69,3,13.84,Very Unlikely,2024-08-06 04:47:08.279077
232,26,Female,South Africa,High School,Retail,Manager,2,51-200,51.02,Never,68.4,31.47,Low,24,68.4,72.37,0,64.83,Likely,2024-09-08 04:47:08.279077
233,35,Male,Australia,Bachelor's,Media,Technical Specialist,2,1-50,48.59,Occasionally,51.21,57.92,Medium,8,85.86,72.77,1,73.77,Likely,2025-07-31 04:47:08.279077
234,45,Male,USA,Bachelor's,Healthcare,Manager,4,201-1000,58.61,Occasionally,100.0,11.79,Low,26,60.43,56.06,0,61.53,Likely,2025-06-22 04:47:08.279077
235,21,Female,India,Master's,Government,Technical Specialist,2,1-50,45.34,Occasionally,76.17,27.58,Low,10,27.93,35.8,1,23.17,Very Unlikely,2024-09-02 04:47:08.279077
236,20,Male,Canada,Master's,Media,Staff,4,201-1000,78.1,Often,55.16,39.99,Medium,7,74.4,66.08,0,75.54,Very Likely,2024-11-28 04:47:08.279077
237,31,Male,India,High School,Media,Staff,4,51-200,49.67,Rarely,65.2,33.4,Medium,15,88.26,85.2,1,93.87,Very Likely,2024-09-06 04:47:08.279077
238,24,Male,UK,High School,Healthcare,Technical Specialist,1,1-50,71.89,Daily,73.02,24.91,Low,8,30.85,17.95,0,32.2,Unlikely,2024-08-19 04:47:08.279077
239,56,Female,Brazil,Bachelor's,IT,Operations,4,51-200,49.72,Never,47.39,54.08,Medium,7,58.31,46.24,3,77.82,Very Likely,2025-01-19 04:47:08.279077
240,51,Female,Japan,Master's,Finance,Executive,5,1-50,54.91,Never,55.73,36.31,Medium,29,92.8,82.4,2,78.38,Very Likely,2024-09-08 04:47:08.279077
241,28,Male,Australia,Bachelor's,Consulting,Staff,6,1-50,77.48,Occasionally,69.72,22.59,Low,7,29.06,34.96,5,39.77,Unlikely,2025-04-23 04:47:08.279077
242,60,Male,Canada,Bachelor's,Government,Operations,5,1001+,67.18,Occasionally,81.74,21.35,Low,7,26.65,15.83,2,45.51,Unlikely,2024-12-02 04:47:08.279077
243,54,Male,India,Master's,IT,Staff,3,1001+,59.14,Daily,53.98,43.36,Medium,14,50.07,40.21,1,29.08,Unlikely,2024-12-23 04:47:08.279077
244,38,Female,France,Master's,Healthcare,Staff,4,1-50,45.96,Rarely,61.79,36.54,Medium,7,65.19,46.04,1,64.42,Likely,2025-07-11 04:47:08.279077
245,35,Female,South Africa,Bachelor's,Consulting,Staff,2,1-50,67.26,Often,52.81,37.33,Medium,10,69.84,67.9,1,49.92,Unlikely,2025-04-08 04:47:08.279077
246,22,Female,France,High School,Government,Staff,1,51-200,45.35,Rarely,75.14,13.75,Low,9,32.35,33.19,3,41.24,Unlikely,2024-11-20 04:47:08.279077
247,39,Female,South Africa,High School,Education,Manager,3,201-1000,78.19,Daily,62.22,45.28,Medium,19,51.54,59.3,1,53.73,Likely,2025-05-06 04:47:08.279077
248,43,Male,Japan,Bachelor's,Healthcare,Manager,7,1-50,61.49,Occasionally,61.03,40.36,Medium,23,82.08,61.53,1,76.07,Very Likely,2024-10-09 04:47:08.279077
249,52,Male,Germany,High School,Government,Manager,6,1-50,93.02,Never,71.74,24.29,Low,22,50.9,70.64,1,69.28,Likely,2025-05-22 04:47:08.279077
250,43,Male,South Africa,PhD,Education,Technical Specialist,2,1001+,43.62,Rarely,76.82,19.5,Low,11,68.65,67.08,0,79.83,Very Likely,2025-05-25 04:47:08.279077
251,30,Male,Canada,High School,IT,HR,1,51-200,50.19,Rarely,46.91,55.95,Medium,9,42.78,55.36,0,50.13,Likely,2025-04-02 04:47:08.279077
252,27,Male,South Africa,High School,Education,Technical Specialist,4,1001+,62.96,Rarely,37.96,71.31,High,6,87.42,84.15,0,63.74,Likely,2024-12-05 04:47:08.279077
253,55,Female,Australia,High School,Healthcare,Staff,5,51-200,59.22,Occasionally,64.54,32.48,Low,11,80.32,83.63,1,71.29,Likely,2025-04-02 04:47:08.279077
254,57,Female,India,Bachelor's,Finance,Staff,1,1-50,76.45,Occasionally,82.06,15.26,Low,8,25.39,31.25,1,40.7,Unlikely,2025-02-27 04:47:08.279077
255,59,Other,India,Bachelor's,Healthcare,Staff,0,1-50,51.79,Rarely,46.95,44.98,Medium,7,45.83,44.14,0,35.52,Unlikely,2024-11-08 04:47:08.279077
256,39,Male,Japan,Bachelor's,Energy,Staff,2,201-1000,87.71,Never,50.61,55.17,Medium,19,46.76,31.02,1,28.66,Unlikely,2024-09-20 04:47:08.279077
257,54,Female,France,Master's,Manufacturing,Operations,5,51-200,43.71,Occasionally,53.36,42.06,Medium,4,32.15,35.62,3,50.82,Likely,2024-09-21 04:47:08.279077
258,44,Female,France,Bachelor's,IT,HR,3,51-200,98.94,Occasionally,75.88,30.38,Low,14,43.98,59.22,0,67.24,Likely,2025-07-06 04:47:08.279077
259,54,Female,Germany,High School,Manufacturing,Executive,7,51-200,48.45,Occasionally,74.05,29.02,Low,25,90.3,100.0,2,80.71,Very Likely,2025-03-11 04:47:08.279077
260,44,Male,France,Master's,Media,Technical Specialist,6,1001+,64.77,Rarely,69.93,39.68,Medium,9,17.64,9.02,0,35.25,Unlikely,2025-01-31 04:47:08.279077
261,48,Male,Japan,Master's,IT,Manager,3,201-1000,78.29,Never,85.83,5.83,Low,21,56.1,50.32,5,80.49,Very Likely,2025-03-07 04:47:08.279077
262,37,Male,South Africa,High School,Government,Staff,3,201-1000,69.29,Rarely,58.06,40.58,Medium,10,32.02,48.68,0,33.85,Unlikely,2025-03-01 04:47:08.279077
263,37,Male,Germany,High School,Consulting,Manager,5,51-200,61.82,Rarely,57.34,38.59,Medium,27,34.52,38.27,2,55.44,Likely,2025-03-30 04:47:08.279077
264,21,Female,Japan,Master's,Media,Technical Specialist,4,1-50,49.44,Occasionally,56.25,40.72,Medium,7,52.02,37.18,3,71.57,Likely,2024-08-30 04:47:08.279077
265,54,Male,USA,Bachelor's,Government,Executive,3,201-1000,57.47,Never,85.06,12.93,Low,28,57.74,57.3,0,86.95,Very Likely,2025-07-13 04:47:08.279077
266,35,Male,UK,Bachelor's,Media,Staff,5,51-200,55.47,Often,46.38,59.5,Medium,6,66.35,76.67,1,40.7,Unlikely,2025-07-03 04:47:08.279077
267,60,Female,France,Master's,Energy,Executive,6,201-1000,65.36,Often,37.78,68.12,High,24,68.19,61.54,0,47.74,Unlikely,2025-06-29 04:47:08.279077
268,55,Female,Canada,High School,Healthcare,Operations,2,51-200,56.62,Occasionally,59.6,39.27,Medium,10,76.72,52.2,0,80.87,Very Likely,2024-09-22 04:47:08.279077
269,52,Male,India,Bachelor's,IT,Executive,7,51-200,49.29,Often,90.92,4.0,Low,27,77.23,72.54,1,86.23,Very Likely,2024-09-03 04:47:08.279077
270,23,Female,UK,High School,Finance,Manager,3,1001+,47.81,Rarely,62.2,45.38,Medium,34,80.04,71.81,1,75.47,Very Likely,2025-02-25 04:47:08.279077
271,52,Male,France,High School,Energy,Staff,6,51-200,47.68,Never,42.38,61.59,Medium,13,16.84,0.0,0,12.84,Very Unlikely,2025-01-23 04:47:08.279077
272,33,Male,Brazil,Bachelor's,IT,Staff,5,51-200,58.0,Rarely,66.84,35.15,Medium,8,58.19,71.0,0,75.19,Very Likely,2024-09-27 04:47:08.279077
273,40,Male,Japan,High School,Finance,Technical Specialist,3,51-200,80.0,Often,70.67,26.96,Low,7,48.0,66.79,0,52.09,Likely,2024-12-08 04:47:08.279077
274,39,Female,Australia,Master's,Media,Manager,4,201-1000,33.71,Often,100.0,0.0,Low,27,49.58,45.04,0,67.45,Likely,2024-11-09 04:47:08.279077
275,27,Other,South Africa,High School,Education,Staff,7,201-1000,42.69,Never,90.68,13.01,Low,13,96.73,75.14,1,93.24,Very Likely,2024-11-08 04:47:08.279077
276,26,Male,Japan,High School,Manufacturing,Manager,3,201-1000,41.5,Daily,66.46,45.62,Medium,25,79.58,85.04,1,71.87,Likely,2025-05-04 04:47:08.279077
277,22,Female,Canada,High School,Finance,Manager,1,51-200,34.86,Occasionally,74.24,7.57,Low,16,69.88,75.4,2,64.75,Likely,2025-03-20 04:47:08.279077
278,36,Male,Germany,Master's,Healthcare,Technical Specialist,2,51-200,53.84,Daily,68.11,32.94,Low,10,54.37,47.7,1,48.67,Unlikely,2024-10-13 04:47:08.279077
279,52,Female,USA,Bachelor's,Media,HR,1,51-200,44.5,Rarely,32.71,65.59,Medium,15,81.67,89.12,1,70.36,Likely,2025-03-07 04:47:08.279077
280,31,Male,Japan,Bachelor's,Healthcare,Staff,4,201-1000,81.94,Often,78.64,21.24,Low,8,72.19,42.25,1,73.03,Likely,2024-11-04 04:47:08.279077
281,41,Male,Japan,Bachelor's,Consulting,Manager,3,1-50,52.56,Often,47.73,47.15,Medium,23,70.61,49.45,1,80.18,Very Likely,2024-12-23 04:47:08.279077
282,41,Female,Japan,Bachelor's,IT,Executive,7,51-200,56.07,Daily,61.43,33.18,Medium,30,95.45,93.64,0,83.16,Very Likely,2025-03-27 04:47:08.279077
283,49,Female,UK,High School,Education,Manager,2,1001+,65.33,Never,43.1,58.02,Medium,17,81.77,92.68,0,73.29,Likely,2024-12-08 04:47:08.279077
284,57,Male,South Africa,Master's,Finance,Manager,4,51-200,87.39,Often,77.48,16.75,Low,29,43.92,32.88,2,66.5,Likely,2024-09-10 04:47:08.279077
285,57,Male,South Africa,PhD,Manufacturing,Staff,4,1001+,66.83,Occasionally,53.43,47.52,Medium,9,22.79,31.21,0,48.33,Unlikely,2025-03-17 04:47:08.279077
286,27,Male,South Africa,Bachelor's,Finance,Staff,6,1-50,55.77,Occasionally,52.59,50.05,Medium,11,55.41,55.11,1,52.04,Likely,2025-05-11 04:47:08.279077
287,46,Male,Brazil,Bachelor's,Healthcare,Executive,8,1-50,82.12,Never,56.56,42.95,Medium,27,68.46,61.15,1,68.74,Likely,2024-09-22 04:47:08.279077
288,46,Female,UK,Master's,Education,Staff,4,51-200,66.9,Occasionally,63.36,44.19,Medium,5,47.07,25.39,0,53.45,Likely,2024-08-28 04:47:08.279077
289,53,Other,Australia,Bachelor's,Finance,Staff,2,1-50,51.77,Occasionally,63.07,41.24,Medium,6,26.83,25.54,0,38.72,Unlikely,2025-07-02 04:47:08.279077
290,40,Male,Germany,Master's,Media,Manager,6,51-200,79.75,Rarely,49.89,49.65,Medium,24,46.75,53.3,2,52.77,Likely,2025-05-06 04:47:08.279077
291,49,Male,Brazil,High School,Consulting,HR,3,51-200,68.27,Rarely,83.06,19.92,Low,9,29.81,35.34,0,53.6,Likely,2024-08-10 04:47:08.279077
292,52,Female,UK,Bachelor's,Education,Staff,3,1001+,62.54,Rarely,64.84,27.3,Low,5,19.44,18.34,0,30.93,Unlikely,2024-09-19 04:47:08.279077
293,47,Male,USA,PhD,IT,Staff,2,201-1000,37.53,Daily,63.75,34.83,Medium,8,51.23,59.0,0,62.02,Likely,2024-12-02 04:47:08.279077
294,52,Female,Japan,Bachelor's,Education,Executive,3,1-50,50.11,Rarely,91.13,8.58,Low,25,85.28,48.17,0,77.26,Very Likely,2024-10-27 04:47:08.279077
295,24,Male,South Africa,Bachelor's,Manufacturing,Staff,6,201-1000,89.14,Rarely,80.06,9.2,Low,14,68.57,98.75,0,73.77,Likely,2025-02-27 04:47:08.279077
296,38,Female,Japan,Bachelor's,Media,Staff,11,201-1000,75.07,Daily,67.02,42.03,Medium,7,55.7,66.09,0,55.37,Likely,2025-04-08 04:47:08.279077
297,23,Female,UK,PhD,Finance,Operations,3,1-50,47.44,Never,51.58,47.03,Medium,4,41.9,21.88,1,54.81,Likely,2025-04-06 04:47:08.279077
298,54,Female,India,High School,Government,Staff,3,1-50,36.26,Often,58.29,49.46,Medium,10,30.08,52.25,1,31.77,Unlikely,2024-11-20 04:47:08.279077
299,36,Female,Canada,PhD,Finance,HR,2,201-1000,75.66,Rarely,40.37,64.52,Medium,9,59.22,56.17,0,47.42,Unlikely,2025-02-24 04:47:08.279077
300,47,Male,Brazil,Bachelor's,Healthcare,Staff,4,51-200,61.98,Rarely,63.9,46.17,Medium,11,90.19,81.7,0,68.3,Likely,2024-09-02 04:47:08.279077
301,49,Female,Australia,Other,Healthcare,Executive,2,51-200,64.67,Often,73.58,18.41,Low,22,81.88,70.86,0,66.46,Likely,2024-10-26 04:47:08.279077
302,48,Female,South Africa,Master's,Energy,HR,5,51-200,72.24,Rarely,66.84,37.19,Medium,13,39.26,75.23,0,62.4,Likely,2025-02-13 04:47:08.279077
303,25,Male,USA,Bachelor's,Consulting,Manager,3,201-1000,86.15,Often,62.0,40.96,Medium,28,100.0,72.73,0,77.4,Very Likely,2024-08-04 04:47:08.279077
304,54,Male,Brazil,Master's,Finance,Staff,5,201-1000,90.56,Occasionally,55.48,43.42,Medium,13,53.49,49.15,4,35.64,Unlikely,2025-02-18 04:47:08.279077
305,60,Male,Germany,High School,IT,HR,4,1001+,48.45,Often,61.59,36.65,Medium,8,52.25,60.84,1,55.78,Likely,2024-12-16 04:47:08.279077
306,56,Male,Australia,PhD,Retail,Technical Specialist,3,201-1000,45.48,Never,87.93,15.72,Low,12,36.74,36.09,2,56.83,Likely,2025-03-23 04:47:08.279077
307,43,Male,Germany,High School,Retail,Staff,5,1001+,60.07,Often,68.8,31.08,Low,12,30.67,41.78,2,56.59,Likely,2024-12-27 04:47:08.279077
